date_transited,item_type,from_library,from_authority,to_library,to_authority
2018-07-11,Adult Non Fiction,Nether Stowey Library,Somerset,Charmouth Library,Dorset
2018-07-11,Adult Fiction,Winterbourne Library,South Gloucestershire,Thornbury Library,South Gloucestershire
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Ilminster Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Taunton Library,Somerset
2018-07-11,Music CD,Wick Road Library,Bristol,Frome Library,Somerset
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Ilminster Library,Somerset
2018-07-11,Large Print - Adult Fiction,Nether Stowey Library,Somerset,Priorswood Library,Somerset
2018-07-11,Child Fiction,Nailsea Library,North Somerset,Sherborne Library,Dorset
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Ilminster Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Taunton Library,Somerset
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Ilminster Library,Somerset
2018-07-11,15 DVD Standard,Wick Road Library,Bristol,Bedminster Library,Bristol
2018-07-11,Child Fiction,Bridport Library,Dorset,Gillingham Library,Dorset
2018-07-11,Child Fiction,Nether Stowey Library,Somerset,Yate Library,South Gloucestershire
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,15 DVD Standard,Wick Road Library,Bristol,Poole Central Library,Poole
2018-07-11,Adult Fiction,Rossmore Library,Poole,Ferndown Library,Dorset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Spoken Word,Nailsea Library,North Somerset,Whitchurch Library,Bristol
2018-07-11,PG DVD Standard,Wick Road Library,Bristol,Hartcliffe Library,Bristol
2018-07-11,Adult Fiction,Nether Stowey Library,Somerset,Yate Library,South Gloucestershire
2018-07-11,Large Print - Adult Fiction,Bridport Library,Dorset,Lyme Regis Library,Dorset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Non Fiction,Bridport Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Child Fiction,Bishopsworth Library,Bristol,Westbury-on-Trym Library,Bristol
2018-07-11,Adult Fiction,Nether Stowey Library,Somerset,Porlock Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Child Fiction,Bridport Library,Dorset,Gillingham Library,Dorset
2018-07-11,Adult Spoken Word,Nether Stowey Library,Somerset,Sturminster Library,Dorset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Non Fiction,Wick Road Library,Bristol,Bishopston Library,Bristol
2018-07-11,Adult Fiction,Broadstone Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Christchurch Library,Dorset
2018-07-11,Adult Fiction,Rossmore Library,Poole,Yeovil Library,Somerset
2018-07-11,Adult Non Fiction,Dorchester Library,Dorset,Downend Library,South Gloucestershire
2018-07-11,12 DVD Standard,Winterbourne Library,South Gloucestershire,Highcliffe Library,Dorset
2018-07-11,Adult Fiction,Wick Road Library,Bristol,Redland Library,Bristol
2018-07-11,Adult Fiction,Broadstone Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Child Fiction,Henbury Library,Bristol,Junction 3 Library,Bristol
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Milborne Port Library,Somerset
2018-07-11,Adult Fiction,Broadstone Library,Poole,B&NES Mobile Libraries,Bath and North East Somerset
2018-07-11,Adult Fiction,Wick Road Library,Bristol,Yatton Library,North Somerset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Milborne Port Library,Somerset
2018-07-11,Adult Fiction,Rossmore Library,Poole,Littlemoor Library,Dorset
2018-07-11,Adult Fiction,Winterbourne Library,South Gloucestershire,Taunton Library,Somerset
2018-07-11,Adult Fiction,Midsomer Norton Library,Bath and North East Somerset,Paulton Library,Bath and North East Somerset
2018-07-11,15 DVD Premium,Redland Library,Bristol,Bedminster Library,Bristol
2018-07-11,Child Fiction,Henbury Library,Bristol,Branksome Library,Poole
2018-07-11,Adult Fiction,Broadstone Library,Poole,Canford Heath Library,Poole
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Adult Fiction,Wick Road Library,Bristol,Burnham Library,Somerset
2018-07-11,Adult Fiction,Winterbourne Library,South Gloucestershire,Street Library,Somerset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Sturminster Library,Dorset
2018-07-11,Adult Fiction,Rossmore Library,Poole,Gillingham Library,Dorset
2018-07-11,Adult Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Wick Road Library,Bristol,Bishopsworth Library,Bristol
2018-07-11,Child Fiction,Hillfields Library,Bristol,Westbury-on-Trym Library,Bristol
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-07-11,Adult Non Fiction,Wyke Regis Library,Dorset,Bridport Library,Dorset
2018-07-11,Child Fiction,Broadstone Library,Poole,West Moors Library,Dorset
2018-07-11,Adult Non Fiction,Midsomer Norton Library,Bath and North East Somerset,Frome Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Non Fiction,Henbury Library,Bristol,Taunton Library,Somerset
2018-07-11,Adult Non Fiction,Wick Road Library,Bristol,Henleaze Library,Bristol
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Fiction,Broadstone Library,Poole,Wimborne Library,Dorset
2018-07-11,Adult Fiction,Wick Road Library,Bristol,Bishopsworth Library,Bristol
2018-07-11,YA / Teen Fiction,Henbury Library,Bristol,Weston-super-Mare Library,North Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Fiction,Broadstone Library,Poole,Wimborne Library,Dorset
2018-07-11,Adult Fiction,Wick Road Library,Bristol,Bishopsworth Library,Bristol
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Child Fiction,Wick Road Library,Bristol,Bedminster Library,Bristol
2018-07-11,Adult Fiction,Broadstone Library,Poole,Ferndown Library,Dorset
2018-07-11,Child Fiction,Hillfields Library,Bristol,Henleaze Library,Bristol
2018-07-11,Child Fiction,Wick Road Library,Bristol,Henleaze Library,Bristol
2018-07-11,Adult Fiction,Wick Road Library,Bristol,Stockwood Library,Bristol
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Child Fiction,Broadstone Library,Poole,Moorland Road Library,Bath and North East Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Taunton Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Non Fiction,Midsomer Norton Library,Bath and North East Somerset,Frome Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Child Fiction,Wick Road Library,Bristol,Bristol Central Lending Library,Bristol
2018-07-11,Adult Non Fiction,Broadstone Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Bedminster Library,Bristol
2018-07-11,Adult Non Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Child Fiction,Wick Road Library,Bristol,Shirehampton Library,Bristol
2018-07-11,Child Fiction,Broadstone Library,Poole,Wimborne Library,Dorset
2018-07-11,Adult Non Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-07-11,Adult Non Fiction,Weymouth Library,Dorset,Christchurch Library,Dorset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Bedminster Library,Bristol
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Martock Library,Somerset
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Martock Library,Somerset
2018-07-11,Child Non Fiction,Midsomer Norton Library,Bath and North East Somerset,Frome Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Martock Library,Somerset
2018-07-11,Child Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-07-11,Adult Fiction,Broadstone Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Large Print - Adult Fiction,Bishopsworth Library,Bristol,Home Library Service Mobile Dorset,Dorset
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Burnham Library,Somerset,Martock Library,Somerset
2018-07-11,Child Fiction,Wick Road Library,Bristol,Knowle Library,Bristol
2018-07-11,Adult Fiction,Hillfields Library,Bristol,Swanage Library,Dorset
2018-07-11,Large Print - Adult Fiction,Dorchester Library,Dorset,Wool Library,Dorset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Portland Tophill Library,Dorset
2018-07-11,Large Print - Adult Fiction,Bishopsworth Library,Bristol,Littlemoor Library,Dorset
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Adult Non Fiction,Downend Library,South Gloucestershire,Staple Hill Library,South Gloucestershire
2018-07-11,Child Fiction,Dorchester Library,Dorset,Ferndown Library,Dorset
2018-07-11,Adult Fiction,Broadstone Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Adult Fiction,Burnham Library,Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-07-11,Fastrack,Bishopston Library,Bristol,Junction 3 Library,Bristol
2018-07-11,Adult Non Fiction,Bishopston Library,Bristol,Redland Library,Bristol
2018-07-11,Adult Fiction,Broadstone Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Large Print - Adult Fiction,Bishopsworth Library,Bristol,Weston-super-Mare Library,North Somerset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-07-11,Adult Fiction,Bishopston Library,Bristol,Dorchester Library,Dorset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-07-11,Adult Non Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Bishopston Library,Bristol,Poole Central Library,Poole
2018-07-11,Adult Fiction,Downend Library,South Gloucestershire,Southmead Library,Bristol
2018-07-11,Adult Non Fiction,Wincanton Library,Somerset,Sherborne Library,Dorset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-07-11,Adult Non Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Non Fiction,Wincanton Library,Somerset,Sherborne Library,Dorset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-07-11,Child Fiction,Bishopston Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Adult Fiction,Downend Library,South Gloucestershire,Henleaze Library,Bristol
2018-07-11,Large Print - Adult Fiction,Bishopsworth Library,Bristol,Campus Library,North Somerset
2018-07-11,Child Fiction,Bishopston Library,Bristol,Henleaze Library,Bristol
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Oakdale Library,Poole
2018-07-11,Child Fiction,Bishopston Library,Bristol,Henleaze Library,Bristol
2018-07-11,Child Fiction,Downend Library,South Gloucestershire,Yeovil Library,Somerset
2018-07-11,Large Print - Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-07-11,Large Print - Adult Fiction,Weymouth Library,Dorset,Yeovil Library,Somerset
2018-07-11,Adult Fiction,Burnham Library,Somerset,Yeovil Library,Somerset
2018-07-11,Child Non Fiction,Downend Library,South Gloucestershire,Taunton Library,Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Highcliffe Library,Dorset
2018-07-11,Child Non Fiction,Downend Library,South Gloucestershire,Weston-super-Mare Library,North Somerset
2018-07-11,Large Print - Adult Fiction,Bishopsworth Library,Bristol,Thornbury Library,South Gloucestershire
2018-07-11,Child Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-07-11,YA / Teen Fiction,Weston-super-Mare Library,North Somerset,Worle Library,North Somerset
2018-07-11,Adult Non Fiction,Downend Library,South Gloucestershire,Staple Hill Library,South Gloucestershire
2018-07-11,Adult Fiction,Ferndown Library,Dorset,Sturminster Library,Dorset
2018-07-11,Adult Fiction,Branksome Library,Poole,Whitchurch Library,Bristol
2018-07-11,Adult Fiction,Bridport Library,Dorset,Weymouth Library,Dorset
2018-07-11,Adult Non Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Child Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-07-11,Child Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-07-11,Child Fiction,Broadstone Library,Poole,Canford Heath Library,Poole
2018-07-11,Child Fiction,Weymouth Library,Dorset,Dorchester Library,Dorset
2018-07-11,Adult Fiction,Bath Central Library,Bath and North East Somerset,Kingswood Library,South Gloucestershire
2018-07-11,Large Print - Adult Fiction,Ferndown Library,Dorset,Wimborne Library,Dorset
2018-07-11,YA / Teen Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Frome Library,Somerset,Lytchett Matravers Library,Dorset
2018-07-11,YA / Teen Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Burnham Library,Somerset,Clevedon Library,North Somerset
2018-07-11,Large Print - Adult Fiction,Bishopsworth Library,Bristol,Worle Library,North Somerset
2018-07-11,Adult Fiction,Branksome Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Child Fiction,Kingswood Library,South Gloucestershire,Marksbury Road Library,Bristol
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Emersons Green Library,South Gloucestershire
2018-07-11,Adult Non Fiction,Burnham Library,Somerset,Langport Library,Somerset
2018-07-11,Child Fiction,Rossmore Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Rossmore Library,Poole,Portland Tophill Library,Dorset
2018-07-11,Large Print - Adult Fiction,Filwood Library,Bristol,Bishopsworth Library,Bristol
2018-07-11,Child Fiction,Branksome Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Large Print - Adult Fiction,Swanage Library,Dorset,Home Library Service Mobile Dorset,Dorset
2018-07-11,Adult Spoken Word,Filwood Library,Bristol,Keynsham Library,Bath and North East Somerset
2018-07-11,Adult Non Fiction,Midsomer Norton Library,Bath and North East Somerset,Wellington Library,Somerset
2018-07-11,Adult Fiction,Filwood Library,Bristol,Nailsea Library,North Somerset
2018-07-11,Adult Non Fiction,Filwood Library,Bristol,Bristol Central Lending Library,Bristol
2018-07-11,Adult Non Fiction,Midsomer Norton Library,Bath and North East Somerset,Chipping Sodbury Library,South Gloucestershire
2018-07-11,YA / Teen Fiction,Weston-super-Mare Library,North Somerset,Worle Library,North Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Crossways Library,Dorset
2018-07-11,Adult Fiction,Rossmore Library,Poole,Bath Central Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Midsomer Norton Library,Bath and North East Somerset,Bridgwater Library,Somerset
2018-07-11,Adult Fiction,Wellington Library,Somerset,Taunton Library,Somerset
2018-07-11,Adult Non Fiction,Weston-super-Mare Library,North Somerset,Nailsea Library,North Somerset
2018-07-11,YA / Teen Fiction,Christchurch Library,Dorset,Blandford Library,Dorset
2018-07-11,Adult Fiction,Wellington Library,Somerset,Porlock Library,Somerset
2018-07-11,Adult Fiction,Congresbury Library,North Somerset,Shirehampton Library,Bristol
2018-07-11,Adult Non Fiction,Wellington Library,Somerset,Kingswood Library,South Gloucestershire
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Lytchett Matravers Library,Dorset
2018-07-11,Child Fiction,Castle Cary Library,Somerset,Bruton Library,Somerset
2018-07-11,Adult Non Fiction,Midsomer Norton Library,Bath and North East Somerset,Bristol Central Lending Library,Bristol
2018-07-11,Child Fiction,Castle Cary Library,Somerset,Glastonbury Library,Somerset
2018-07-11,Adult Fiction,Wellington Library,Somerset,Taunton Library,Somerset
2018-07-11,Child Fiction,Castle Cary Library,Somerset,Glastonbury Library,Somerset
2018-07-11,Large Print - Adult Fiction,Bishopsworth Library,Bristol,Christchurch Library,Dorset
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Child Fiction,Castle Cary Library,Somerset,Wells Library,Somerset
2018-07-11,Child Fiction,Rossmore Library,Poole,Parkstone Library,Poole
2018-07-11,Child Fiction,Castle Cary Library,Somerset,Glastonbury Library,Somerset
2018-07-11,Adult Non Fiction,Wellington Library,Somerset,Wareham Library,Dorset
2018-07-11,Large Print - Adult Fiction,Castle Cary Library,Somerset,Ilminster Library,Somerset
