registered_authority,registered_library,district_name,district_code,county_name,county_code,ward_name,ward_code,msoa_name,msoa_code,lsoa_name,lsoa_code,users
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Wells St. Thomas' Ward,E05006792,Mendip 005,E02006051,Mendip 005D,E01029083,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Wells St. Thomas' Ward,E05006792,Mendip 008,E02006054,Mendip 008E,E01029082,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Wookey and St. Cuthbert Out West Ward,E05006793,Mendip 005,E02006051,Mendip 005A,E01029052,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Wookey and St. Cuthbert Out West Ward,E05006793,Mendip 005,E02006051,Mendip 005C,E01029061,*
Somerset,Shepton Mallet Library,Sedgemoor District,E07000188,Somerset County,E10000027,Cheddar and Shipham Ward,E05008905,Sedgemoor 001,E02006061,Sedgemoor 001E,E01029129,*
Somerset,Shepton Mallet Library,Sedgemoor District,E07000188,Somerset County,E10000027,King's Isle Ward,E05008909,Sedgemoor 012,E02006072,Sedgemoor 012D,E01029139,*
Somerset,Shepton Mallet Library,Sedgemoor District,E07000188,Somerset County,E10000027,Wedmore and Mark Ward,E05008914,Sedgemoor 003,E02006063,Sedgemoor 003C,E01029148,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Blackmoor Vale Ward,E05006820,South Somerset 005,E02006079,South Somerset 005A,E01029155,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Bruton Ward,E05006821,South Somerset 001,E02006075,South Somerset 001B,E01029158,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Brympton Ward,E05006822,South Somerset 018,E02006092,South Somerset 018A,E01029159,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Cary Ward,E05006825,South Somerset 002,E02006076,South Somerset 002A,E01029166,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Cary Ward,E05006825,South Somerset 002,E02006076,South Somerset 002B,E01029167,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Chard Crimchard Ward,E05006828,South Somerset 022,E02006096,South Somerset 022B,E01029172,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Chard Jocelyn Ward,E05006830,South Somerset 022,E02006096,South Somerset 022D,E01029176,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Coker Ward,E05006831,South Somerset 020,E02006094,South Somerset 020A,E01029178,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Turn Hill Ward,E05006849,South Somerset 004,E02006078,South Somerset 004D,E01029223,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Wessex Ward,E05006850,South Somerset 003,E02006077,South Somerset 003A,E01029224,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Wincanton Ward,E05006851,South Somerset 005,E02006079,South Somerset 005B,E01029227,*
Somerset,Shepton Mallet Library,South Somerset District,E07000189,Somerset County,E10000027,Wincanton Ward,E05006851,South Somerset 005,E02006079,South Somerset 005C,E01029228,*
Somerset,Shepton Mallet Library,St. Helens District (B),E08000013,,,Eccleston Ward,E05000920,St. Helens 009,E02001414,St. Helens 009D,E01006825,*
Somerset,Shepton Mallet Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Blackdown Ward,E05006860,Taunton Deane 014,E02006112,Taunton Deane 014A,E01029261,*
Somerset,Shepton Mallet Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,North Curry and Stoke St Gregory Ward,E05006866,Taunton Deane 005,E02006103,Taunton Deane 005E,E01029279,*
Somerset,Shepton Mallet Library,The City of Brighton and Hove (B),E06000043,,,Queen's Park Ward,E05002431,Brighton and Hove 031,E02003521,Brighton and Hove 031D,E01016943,*
Somerset,Shepton Mallet Library,Tower Hamlets London Boro,E09000030,,,Spitalfields & Banglatown Ward,E05009333,Tower Hamlets 015,E02000878,Tower Hamlets 015A,E01004306,*
Somerset,Shepton Mallet Library,West Somerset District,E07000191,Somerset County,E10000027,Brendon Hills Ward,E05008917,West Somerset 005,E02006117,West Somerset 005C,E01029338,*
Somerset,Shepton Mallet Library,,,,,,,,,,,26
Somerset,Somerton Library,Exeter District (B),E07000041,Devon County,E10000008,Topsham Ward,E05011023,Exeter 015,E02004163,Exeter 015E,E01033235,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Butleigh and Baltonsborough Ward,E05006763,Mendip 013,E02006059,Mendip 013C,E01029077,6
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Frome Park Ward,E05006774,Mendip 007,E02006053,Mendip 007E,E01029039,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Glastonbury St. Edmund's Ward,E05006776,Mendip 011,E02006057,Mendip 011F,E01032627,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Glastonbury St. John's Ward,E05006777,Mendip 011,E02006057,Mendip 011D,E01029050,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Glastonbury St. Mary's Ward,E05006778,Mendip 011,E02006057,Mendip 011E,E01029051,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Moor Ward,E05006779,Mendip 012,E02006058,Mendip 012C,E01029055,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Shepton West Ward,E05006785,Mendip 009,E02006055,Mendip 009D,E01029066,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Street North Ward,E05006786,Mendip 014,E02006060,Mendip 014A,E01029070,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Street South Ward,E05006787,Mendip 014,E02006060,Mendip 014B,E01029071,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Street South Ward,E05006787,Mendip 014,E02006060,Mendip 014D,E01029073,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Street West Ward,E05006788,Mendip 012,E02006058,Mendip 012E,E01029076,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,The Pennards and Ditcheat Ward,E05006789,Mendip 013,E02006059,Mendip 013C,E01029077,*
Somerset,Somerton Library,Mendip District,E07000187,Somerset County,E10000027,Wells St. Cuthbert's Ward,E05006791,Mendip 008,E02006054,Mendip 008C,E01029080,*
Somerset,Somerton Library,Sedgemoor District,E07000188,Somerset County,E10000027,King's Isle Ward,E05008909,Sedgemoor 012,E02006072,Sedgemoor 012B,E01029137,*
Somerset,Somerton Library,Sedgemoor District,E07000188,Somerset County,E10000027,King's Isle Ward,E05008909,Sedgemoor 012,E02006072,Sedgemoor 012C,E01029138,*
Somerset,Somerton Library,Sedgemoor District,E07000188,Somerset County,E10000027,King's Isle Ward,E05008909,Sedgemoor 012,E02006072,Sedgemoor 012D,E01029139,*
Somerset,Somerton Library,Sedgemoor District,E07000188,Somerset County,E10000027,North Petherton Ward,E05008911,Sedgemoor 014,E02006074,Sedgemoor 014E,E01029144,*
Somerset,Somerton Library,Sedgemoor District,E07000188,Somerset County,E10000027,North Petherton Ward,E05008911,Sedgemoor 014,E02006074,Sedgemoor 014G,E01032630,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Blackmoor Vale Ward,E05006820,South Somerset 008,E02006082,South Somerset 008B,E01029156,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Bruton Ward,E05006821,South Somerset 001,E02006075,South Somerset 001B,E01029158,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Brympton Ward,E05006822,South Somerset 013,E02006087,South Somerset 013A,E01029161,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Brympton Ward,E05006822,South Somerset 013,E02006087,South Somerset 013B,E01029162,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Burrow Hill Ward,E05006823,South Somerset 010,E02006084,South Somerset 010A,E01029163,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Camelot Ward,E05006824,South Somerset 006,E02006080,South Somerset 006B,E01029165,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Cary Ward,E05006825,South Somerset 002,E02006076,South Somerset 002A,E01029166,9
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Curry Rivel Ward,E05006833,South Somerset 007,E02006081,South Somerset 007A,E01029187,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Curry Rivel Ward,E05006833,South Somerset 007,E02006081,South Somerset 007B,E01029188,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Hamdon Ward,E05006835,South Somerset 017,E02006091,South Somerset 017C,E01029191,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Islemoor Ward,E05006837,South Somerset 007,E02006081,South Somerset 007C,E01029196,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Ivelchester Ward,E05006838,South Somerset 006,E02006080,South Somerset 006C,E01029198,26
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Ivelchester Ward,E05006838,South Somerset 006,E02006080,South Somerset 006D,E01029199,6
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Langport and Huish Ward,E05006839,South Somerset 004,E02006078,South Somerset 004A,E01029200,6
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Langport and Huish Ward,E05006839,South Somerset 004,E02006078,South Somerset 004B,E01029201,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Martock Ward,E05006840,South Somerset 009,E02006083,South Somerset 009A,E01029202,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Martock Ward,E05006840,South Somerset 009,E02006083,South Somerset 009B,E01029203,8
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Martock Ward,E05006840,South Somerset 009,E02006083,South Somerset 009D,E01029205,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Northstone Ward,E05006843,South Somerset 002,E02006076,South Somerset 002D,E01029210,56
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Northstone Ward,E05006843,South Somerset 002,E02006076,South Somerset 002E,E01029211,78
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Turn Hill Ward,E05006849,South Somerset 004,E02006078,South Somerset 004C,E01029222,10
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Turn Hill Ward,E05006849,South Somerset 004,E02006078,South Somerset 004D,E01029223,53
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Wessex Ward,E05006850,South Somerset 003,E02006077,South Somerset 003A,E01029224,118
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Wessex Ward,E05006850,South Somerset 003,E02006077,South Somerset 003B,E01029225,206
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Wessex Ward,E05006850,South Somerset 003,E02006077,South Somerset 003C,E01029226,139
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Yeovil Central Ward,E05006853,South Somerset 014,E02006088,South Somerset 014C,E01029235,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Yeovil East Ward,E05006854,South Somerset 015,E02006089,South Somerset 015D,E01029240,*
Somerset,Somerton Library,South Somerset District,E07000189,Somerset County,E10000027,Yeovil South Ward,E05006855,South Somerset 016,E02006090,South Somerset 016B,E01029245,*
Somerset,Somerton Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Bishop's Hull Ward,E05006858,Taunton Deane 008,E02006106,Taunton Deane 008A,E01029256,*
Somerset,Somerton Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington Rockwell Green and West Ward,E05006881,Taunton Deane 013,E02006111,Taunton Deane 013C,E01029310,*
Somerset,Somerton Library,Test Valley District,E07000093,Hampshire County,E10000014,North Baddesley Ward,E05004644,Test Valley 012,E02004825,Test Valley 012B,E01023191,*
Somerset,Somerton Library,West Dorset District,E07000052,Dorset County,E10000009,Broadmayne & Crossways Ward,E05010583,West Dorset 011,E02004279,West Dorset 011A,E01020505,*
Somerset,Somerton Library,West Somerset District,E07000191,Somerset County,E10000027,Williton Ward,E05008931,West Somerset 004,E02006116,West Somerset 004E,E01029343,*
Somerset,Somerton Library,,,,,,,,,,,55
Somerset,South Petherton Library,Hillingdon London Boro,E09000017,,,Hillingdon East Ward,E05000332,Hillingdon 017,E02000510,Hillingdon 017C,E01002456,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Blackdown Ward,E05006819,South Somerset 024,E02006098,South Somerset 024A,E01029153,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Brympton Ward,E05006822,South Somerset 012,E02006086,South Somerset 012A,E01029160,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Brympton Ward,E05006822,South Somerset 018,E02006092,South Somerset 018A,E01029159,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Burrow Hill Ward,E05006823,South Somerset 010,E02006084,South Somerset 010A,E01029163,13
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Camelot Ward,E05006824,South Somerset 006,E02006080,South Somerset 006A,E01029164,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Crewkerne Ward,E05006832,South Somerset 021,E02006095,South Somerset 021C,E01029184,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Curry Rivel Ward,E05006833,South Somerset 007,E02006081,South Somerset 007B,E01029188,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Eggwood Ward,E05006834,South Somerset 017,E02006091,South Somerset 017B,E01029190,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Hamdon Ward,E05006835,South Somerset 017,E02006091,South Somerset 017C,E01029191,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Ilminster Ward,E05006836,South Somerset 019,E02006093,South Somerset 019A,E01029193,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Ilminster Ward,E05006836,South Somerset 019,E02006093,South Somerset 019B,E01029194,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Islemoor Ward,E05006837,South Somerset 007,E02006081,South Somerset 007D,E01029197,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Martock Ward,E05006840,South Somerset 009,E02006083,South Somerset 009A,E01029202,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Martock Ward,E05006840,South Somerset 009,E02006083,South Somerset 009B,E01029203,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Parrett Ward,E05006844,South Somerset 017,E02006091,South Somerset 017E,E01029212,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,South Petherton Ward,E05006846,South Somerset 010,E02006084,South Somerset 010B,E01029216,108
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,South Petherton Ward,E05006846,South Somerset 010,E02006084,South Somerset 010C,E01029217,47
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,South Petherton Ward,E05006846,South Somerset 010,E02006084,South Somerset 010D,E01029218,150
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,St. Michael's Ward,E05006845,South Somerset 017,E02006091,South Somerset 017G,E01029214,*
Somerset,South Petherton Library,South Somerset District,E07000189,Somerset County,E10000027,Windwhistle Ward,E05006852,South Somerset 024,E02006098,South Somerset 024D,E01029230,*
